Customer_ID,Current_Net_Worth,Savings_Rate(%),Goal_Amount(₹),Primary_Financial_Goal,cluster,cluster_label
CUST200133,2424270.0,25.66,1481883.0,Retirement,3,Mid NW • Retirement
CUST200134,2003476.0,15.41,3242632.0,Education,2,Low NW • Education
CUST200135,9862745.0,25.61,1694990.0,House,0,Mid NW • House
CUST200136,-220771.0,12.03,1018567.0,House,0,Mid NW • House
CUST200137,1672009.0,11.97,5748724.0,House,0,Mid NW • House
CUST200138,1458981.0,17.99,1613672.0,Retirement,3,Mid NW • Retirement
CUST200139,10375417.0,25.58,4557272.0,Education,2,Low NW • Education
CUST200140,299184.0,20.16,1294507.0,Retirement,3,Mid NW • Retirement
CUST200141,342194.0,23.15,3690184.0,Retirement,3,Mid NW • Retirement
CUST200142,7651052.0,18.52,5679883.0,Retirement,3,Mid NW • Retirement
CUST200143,2284828.0,13.92,5277666.0,Education,2,Low NW • Education
CUST200144,1948829.0,27.67,2606489.0,Retirement,3,Mid NW • Retirement
CUST200145,4822500.0,27.73,3059354.0,House,0,Mid NW • House
CUST200146,571596.0,29.89,4103373.0,House,0,Mid NW • House
CUST200147,16925217.0,42.92,19739025.0,Wealth,1,High NW • Wealth (large goals)
CUST200148,8429997.0,14.54,1293787.0,Retirement,3,Mid NW • Retirement
CUST200149,9777124.0,54.51,9054525.0,Wealth,1,High NW • Wealth (large goals)
CUST200150,1965875.0,22.9,1056348.0,House,0,Mid NW • House
CUST200151,9347273.0,22.84,1837665.0,Retirement,3,Mid NW • Retirement
CUST200152,73857.0,24.67,2479432.0,Retirement,3,Mid NW • Retirement
CUST200153,3480996.0,21.52,3805818.0,House,0,Mid NW • House
CUST200154,927846.0,22.04,5593263.0,House,0,Mid NW • House
CUST200155,9364332.0,20.48,5161825.0,House,0,Mid NW • House
CUST200156,5095379.0,15.01,2896186.0,Education,2,Low NW • Education
CUST200157,801662.0,10.27,5333142.0,Education,2,Low NW • Education
CUST200158,1619936.0,17.32,4908856.0,Retirement,3,Mid NW • Retirement
CUST200159,3461115.0,22.49,4883468.0,Retirement,3,Mid NW • Retirement
CUST200160,2259631.0,17.89,1006821.0,Retirement,3,Mid NW • Retirement
CUST200161,1306961.0,17.21,3933785.0,Retirement,3,Mid NW • Retirement
CUST200162,8380281.0,58.2,20870353.0,House,1,High NW • Wealth (large goals)
CUST200163,430009.0,26.8,2103994.0,Retirement,3,Mid NW • Retirement
CUST200164,12540618.0,22.86,1264282.0,Education,2,Low NW • Education
CUST200165,4966032.0,13.28,5250289.0,House,0,Mid NW • House
CUST200166,4562629.0,27.13,3825081.0,Retirement,3,Mid NW • Retirement
CUST200167,1082575.0,17.31,2586057.0,Retirement,3,Mid NW • Retirement
CUST200168,5555925.0,51.32,13258321.0,Wealth,1,High NW • Wealth (large goals)
CUST200169,7172868.0,28.07,940344.0,House,0,Mid NW • House
CUST200170,23851598.0,41.91,11962916.0,Wealth,4,High NW • Wealth (modest goals)
CUST200171,983803.0,29.56,4615727.0,Retirement,3,Mid NW • Retirement
CUST200172,235652.0,18.18,1544157.0,Education,2,Low NW • Education
CUST200173,7753370.0,32.01,22925870.0,Retirement,1,High NW • Wealth (large goals)
CUST200174,2019902.0,28.11,3298928.0,Education,2,Low NW • Education
CUST200175,13611472.0,39.39,27128136.0,Retirement,1,High NW • Wealth (large goals)
CUST200176,5557723.0,17.7,3828206.0,House,0,Mid NW • House
CUST200177,3189366.0,14.07,5100637.0,House,0,Mid NW • House
CUST200178,-336324.0,8.29,207532.0,Emergency_Fund,2,Low NW • Education
CUST200179,-396908.0,12.15,1151975.0,Retirement,3,Mid NW • Retirement
CUST200180,4053090.0,26.47,824556.0,Retirement,3,Mid NW • Retirement
CUST200181,1811475.0,20.22,4140367.0,Retirement,3,Mid NW • Retirement
CUST200182,8669807.0,20.68,3912160.0,Retirement,3,Mid NW • Retirement
CUST200183,4926220.0,11.81,4542795.0,House,0,Mid NW • House
CUST200184,3949250.0,18.91,1212159.0,House,0,Mid NW • House
CUST200185,4810539.0,17.14,2651727.0,Retirement,3,Mid NW • Retirement
CUST200186,52124039.0,52.97,15667528.0,Retirement,4,High NW • Wealth (modest goals)
CUST200187,-432984.0,29.82,4195583.0,Retirement,3,Mid NW • Retirement
CUST200188,46125.0,1.39,447176.0,Education,2,Low NW • Education
CUST200189,9496797.0,24.72,3808321.0,Education,2,Low NW • Education
CUST200190,5944922.0,28.62,4474055.0,House,0,Mid NW • House
CUST200191,8006725.0,23.66,4241776.0,Education,2,Low NW • Education
CUST200192,87360.0,23.74,1352563.0,House,0,Mid NW • House
CUST200193,1068707.0,27.15,3248792.0,Retirement,3,Mid NW • Retirement
CUST200194,1156264.0,16.48,2521060.0,House,0,Mid NW • House
CUST200195,1837355.0,20.64,5682836.0,Education,2,Low NW • Education
CUST200196,27437930.0,57.62,22272746.0,Retirement,1,High NW • Wealth (large goals)
CUST200197,-240814.0,1.69,477002.0,Emergency_Fund,2,Low NW • Education
CUST200198,11750.0,8.82,52099.0,Emergency_Fund,2,Low NW • Education
CUST200199,40348111.0,38.3,23326714.0,Retirement,4,High NW • Wealth (modest goals)
CUST200200,3536136.0,14.7,818955.0,Education,2,Low NW • Education
CUST200201,2563450.0,20.64,2802007.0,Retirement,3,Mid NW • Retirement
CUST200202,6769448.0,17.73,4297637.0,Education,2,Low NW • Education
CUST200203,3858768.0,24.33,4518224.0,Education,2,Low NW • Education
CUST200204,6940364.0,19.22,5859388.0,Retirement,3,Mid NW • Retirement
CUST200205,3305112.0,20.07,704762.0,House,0,Mid NW • House
CUST200206,4494423.0,12.79,5187057.0,House,0,Mid NW • House
CUST200207,1392814.0,15.43,4048761.0,Retirement,3,Mid NW • Retirement
CUST200208,-89823.0,10.24,1179733.0,Retirement,3,Mid NW • Retirement
CUST200209,34930894.0,57.18,3917171.0,Retirement,4,High NW • Wealth (modest goals)
CUST200210,17581035.0,47.09,4424386.0,House,0,Mid NW • House
CUST200211,149737.0,2.88,552376.0,Emergency_Fund,2,Low NW • Education
CUST200212,4759666.0,19.04,2875085.0,House,0,Mid NW • House
CUST200213,4753172.0,50.46,22719674.0,Wealth,1,High NW • Wealth (large goals)
CUST200214,72789.0,23.01,4473010.0,Retirement,3,Mid NW • Retirement
CUST200215,-25476.0,19.16,5110166.0,House,0,Mid NW • House
CUST200216,-323826.0,37.4,5883120.0,Retirement,3,Mid NW • Retirement
CUST200217,476686.0,20.53,4934911.0,Retirement,3,Mid NW • Retirement
CUST200218,3124331.0,24.21,2890721.0,House,0,Mid NW • House
CUST200219,5901836.0,19.58,1071070.0,House,0,Mid NW • House
CUST200220,1411307.0,22.16,1356166.0,Retirement,3,Mid NW • Retirement
CUST200221,27340577.0,35.0,15403479.0,Retirement,1,High NW • Wealth (large goals)
CUST200222,12281336.0,26.78,3986091.0,Education,2,Low NW • Education
CUST200223,89099.0,3.54,501103.0,Emergency_Fund,2,Low NW • Education
CUST200224,-239811.0,19.66,3710136.0,Retirement,3,Mid NW • Retirement
CUST200225,1418650.0,26.93,2692215.0,Education,2,Low NW • Education
CUST200226,2937998.0,16.05,2114482.0,Retirement,3,Mid NW • Retirement
CUST200227,2951363.0,14.05,1890857.0,Retirement,3,Mid NW • Retirement
CUST200228,2186119.0,17.96,1448652.0,House,0,Mid NW • House
CUST200229,-54765.0,10.47,4327927.0,Retirement,3,Mid NW • Retirement
CUST200230,2607822.0,24.08,4254522.0,House,0,Mid NW • House
CUST200231,5462723.0,27.68,5499074.0,House,0,Mid NW • House
CUST200232,52347.0,2.49,178806.0,Emergency_Fund,2,Low NW • Education
CUST200233,3703918.0,13.05,1162442.0,House,0,Mid NW • House
CUST200234,5417201.0,21.82,1610141.0,House,0,Mid NW • House
CUST200235,12407120.0,28.94,595679.0,Retirement,3,Mid NW • Retirement
CUST200236,4749668.0,21.35,5280452.0,House,0,Mid NW • House
CUST200237,-64764.0,7.65,525876.0,Emergency_Fund,2,Low NW • Education
CUST200238,46618586.0,57.31,29661943.0,Retirement,4,High NW • Wealth (modest goals)
CUST200239,-569876.0,49.61,13366854.0,Retirement,1,High NW • Wealth (large goals)
CUST200240,1060065.0,14.74,5197490.0,Education,2,Low NW • Education
CUST200241,11024124.0,22.23,3825177.0,House,0,Mid NW • House
CUST200242,-45287.0,10.45,5521125.0,Education,2,Low NW • Education
CUST200243,12068001.0,20.21,4447005.0,House,0,Mid NW • House
CUST200244,-484495.0,16.99,2013608.0,Retirement,3,Mid NW • Retirement
CUST200245,476063.0,12.1,2154133.0,Retirement,3,Mid NW • Retirement
CUST200246,-120957.0,25.78,3611494.0,Retirement,3,Mid NW • Retirement
CUST200247,-35367.0,17.39,1341809.0,Retirement,3,Mid NW • Retirement
CUST200248,9862204.0,23.89,3554937.0,House,0,Mid NW • House
CUST200249,2925327.0,23.64,1656443.0,Education,2,Low NW • Education
CUST200250,289986.0,16.45,1932056.0,Retirement,3,Mid NW • Retirement
CUST200251,7700703.0,23.54,3981836.0,Retirement,3,Mid NW • Retirement
CUST200252,20819549.0,32.99,16919463.0,Wealth,1,High NW • Wealth (large goals)
CUST200253,768047.0,26.39,5615155.0,Retirement,3,Mid NW • Retirement
CUST200254,1006536.0,22.77,4088326.0,House,0,Mid NW • House
CUST200255,2375055.0,30.02,20040771.0,Retirement,1,High NW • Wealth (large goals)
CUST200256,1466057.0,18.78,5222738.0,Retirement,3,Mid NW • Retirement
CUST200257,596230.0,17.95,2603642.0,Retirement,3,Mid NW • Retirement
CUST200258,12774406.0,32.41,28357648.0,Retirement,1,High NW • Wealth (large goals)
CUST200259,1225271.0,10.54,4024647.0,House,0,Mid NW • House
CUST200260,1027690.0,17.32,4720190.0,House,0,Mid NW • House
CUST200261,-274280.0,24.72,3899908.0,Retirement,3,Mid NW • Retirement
CUST200262,4415170.0,29.01,1910150.0,Education,2,Low NW • Education
CUST200263,7444880.0,24.74,5426670.0,Retirement,3,Mid NW • Retirement
CUST200264,3685253.0,12.84,832768.0,Retirement,3,Mid NW • Retirement
CUST200265,3949414.0,18.3,1118639.0,Retirement,3,Mid NW • Retirement
CUST200266,1783701.0,24.7,5059459.0,Education,2,Low NW • Education
CUST200267,1772262.0,24.1,3257521.0,Retirement,3,Mid NW • Retirement
CUST200268,954488.0,16.12,3224697.0,Retirement,3,Mid NW • Retirement
CUST200269,13119663.0,53.59,6891379.0,Retirement,1,High NW • Wealth (large goals)
CUST200270,-482048.0,46.08,17825336.0,Wealth,1,High NW • Wealth (large goals)
CUST200271,4640776.0,54.81,9571403.0,Wealth,1,High NW • Wealth (large goals)
CUST200272,-22437.0,10.98,1159959.0,Retirement,3,Mid NW • Retirement
CUST200273,23845825.0,40.11,3184348.0,Retirement,4,High NW • Wealth (modest goals)
CUST200274,-43845.0,19.13,5020243.0,Retirement,3,Mid NW • Retirement
CUST200275,2867796.0,17.95,1619845.0,Retirement,3,Mid NW • Retirement
CUST200276,1086808.0,29.9,3380379.0,Retirement,3,Mid NW • Retirement
CUST200277,4589509.0,18.64,4448317.0,Retirement,3,Mid NW • Retirement
CUST200278,14706694.0,50.3,9085090.0,Retirement,1,High NW • Wealth (large goals)
CUST200279,16277998.0,30.72,5162499.0,Wealth,0,Mid NW • House
CUST200280,314432.0,11.99,4094893.0,Retirement,3,Mid NW • Retirement
CUST200281,82635.0,24.77,5951794.0,Retirement,3,Mid NW • Retirement
CUST200282,960993.0,18.22,2734450.0,Education,2,Low NW • Education
CUST200283,19845718.0,56.67,17925057.0,Retirement,1,High NW • Wealth (large goals)
CUST200284,-97258.0,42.88,22193662.0,Wealth,1,High NW • Wealth (large goals)
CUST200285,44330710.0,49.67,23641277.0,Retirement,4,High NW • Wealth (modest goals)
CUST200286,-104340.0,25.59,5458228.0,Retirement,3,Mid NW • Retirement
CUST200287,82111.0,25.99,3271571.0,Retirement,3,Mid NW • Retirement
CUST200288,399773.0,14.28,2587029.0,House,0,Mid NW • House
CUST200289,33271405.0,50.84,15754356.0,Wealth,4,High NW • Wealth (modest goals)
CUST200290,-185476.0,7.46,592608.0,Education,2,Low NW • Education
CUST200291,-153187.0,6.55,567704.0,Emergency_Fund,2,Low NW • Education
CUST200292,-246698.0,12.17,1807574.0,House,0,Mid NW • House
CUST200293,514519.0,10.74,4002722.0,Retirement,3,Mid NW • Retirement
CUST200294,10165797.0,34.85,21078875.0,Wealth,1,High NW • Wealth (large goals)
CUST200295,26391139.0,47.4,12796189.0,Retirement,4,High NW • Wealth (modest goals)
CUST200296,2442598.0,29.6,3624296.0,Retirement,3,Mid NW • Retirement
CUST200297,17407930.0,39.97,28330104.0,Wealth,1,High NW • Wealth (large goals)
CUST200298,-355903.0,8.26,345683.0,Emergency_Fund,2,Low NW • Education
CUST200299,608717.0,25.04,5058938.0,Retirement,3,Mid NW • Retirement
CUST200300,3135577.0,11.4,4548103.0,House,0,Mid NW • House
CUST200301,-69215.0,5.97,116019.0,Emergency_Fund,2,Low NW • Education
CUST200302,-131752.0,2.04,124208.0,Emergency_Fund,2,Low NW • Education
CUST200303,3878937.0,27.65,4678588.0,Education,2,Low NW • Education
CUST200304,2448230.0,26.24,5926451.0,Education,2,Low NW • Education
CUST200305,530792.0,10.0,638400.0,Retirement,3,Mid NW • Retirement
CUST200306,12980732.0,41.33,12572792.0,House,1,High NW • Wealth (large goals)
CUST200307,2391321.0,14.15,4037083.0,House,0,Mid NW • House
CUST200308,51993893.0,46.22,15928316.0,Wealth,4,High NW • Wealth (modest goals)
CUST200309,2407590.0,14.12,962322.0,House,0,Mid NW • House
CUST200310,14630300.0,28.94,5214996.0,House,0,Mid NW • House
CUST200311,8416529.0,15.78,4837597.0,House,0,Mid NW • House
CUST200312,1634032.0,24.76,841158.0,Education,2,Low NW • Education
CUST200313,7957944.0,28.33,1229268.0,Retirement,3,Mid NW • Retirement
CUST200314,1687085.0,20.74,3884631.0,Retirement,3,Mid NW • Retirement
CUST200315,25801621.0,39.33,16613222.0,Wealth,1,High NW • Wealth (large goals)
CUST200316,1319270.0,28.31,4235027.0,Education,2,Low NW • Education
CUST200317,5586047.0,17.99,5028331.0,House,0,Mid NW • House
CUST200318,10669790.0,24.08,3145137.0,House,0,Mid NW • House
CUST200319,31071326.0,47.12,6353809.0,Retirement,4,High NW • Wealth (modest goals)
CUST200320,33982.0,4.53,135776.0,Emergency_Fund,2,Low NW • Education
CUST200321,11840645.0,30.39,7829564.0,House,0,Mid NW • House
CUST200322,2372338.0,26.43,5195227.0,House,0,Mid NW • House
CUST200323,-174460.0,14.13,4839478.0,Education,2,Low NW • Education
CUST200324,9226440.0,25.25,3888369.0,House,0,Mid NW • House
CUST200325,5339947.0,47.52,6044696.0,Wealth,1,High NW • Wealth (large goals)
CUST200326,3738072.0,25.58,3299354.0,House,0,Mid NW • House
CUST200327,8946356.0,17.08,4940995.0,Retirement,3,Mid NW • Retirement
CUST200328,36264.0,16.31,1686414.0,House,0,Mid NW • House
CUST200329,13690387.0,26.99,4734716.0,House,0,Mid NW • House
CUST200330,3524295.0,28.03,2161893.0,Education,2,Low NW • Education
CUST200331,2163519.0,27.36,5481533.0,Retirement,3,Mid NW • Retirement
CUST200332,26602776.0,58.32,5594480.0,Wealth,4,High NW • Wealth (modest goals)
CUST200333,38915.0,19.14,1467690.0,Retirement,3,Mid NW • Retirement
CUST200334,54114625.0,52.98,4946852.0,Wealth,4,High NW • Wealth (modest goals)
CUST200335,19285471.0,32.13,10109884.0,Wealth,1,High NW • Wealth (large goals)
CUST200336,7688470.0,27.04,5438481.0,House,0,Mid NW • House
CUST200337,3792374.0,24.57,798366.0,Education,2,Low NW • Education
CUST200338,6111904.0,30.77,29581351.0,Wealth,1,High NW • Wealth (large goals)
CUST200339,4104514.0,19.82,1776240.0,Retirement,3,Mid NW • Retirement
CUST200340,604600.0,15.9,1195917.0,Education,2,Low NW • Education
CUST200341,10413939.0,24.75,5425050.0,House,0,Mid NW • House
CUST200342,13648707.0,36.79,10503594.0,Retirement,1,High NW • Wealth (large goals)
CUST200343,12615556.0,29.48,1666798.0,Education,2,Low NW • Education
CUST200344,3521515.0,15.37,2603112.0,Retirement,3,Mid NW • Retirement
CUST200345,7797597.0,29.49,4767225.0,House,0,Mid NW • House
CUST200346,962833.0,24.88,916324.0,Retirement,3,Mid NW • Retirement
CUST200347,-564755.0,13.48,2513167.0,Education,2,Low NW • Education
CUST200348,5911829.0,17.35,3403597.0,House,0,Mid NW • House
CUST200349,21059153.0,40.77,20663764.0,Retirement,1,High NW • Wealth (large goals)
CUST200350,-214307.0,20.89,871794.0,Education,2,Low NW • Education
CUST200351,8442319.0,27.63,4713778.0,Retirement,3,Mid NW • Retirement
CUST200352,4552811.0,18.05,3631837.0,Retirement,3,Mid NW • Retirement
CUST200353,14168092.0,38.92,16380249.0,Retirement,1,High NW • Wealth (large goals)
CUST200354,1010872.0,58.82,22744596.0,Retirement,1,High NW • Wealth (large goals)
CUST200355,330383.0,25.27,5082542.0,Retirement,3,Mid NW • Retirement
CUST200356,2092307.0,26.7,3397366.0,House,0,Mid NW • House
CUST200357,47884.0,28.73,2614358.0,Education,2,Low NW • Education
CUST200358,716714.0,10.58,4464760.0,House,0,Mid NW • House
CUST200359,19800094.0,57.22,18926366.0,House,1,High NW • Wealth (large goals)
CUST200360,1315598.0,12.19,5215757.0,Retirement,3,Mid NW • Retirement
CUST200361,6161965.0,37.6,13320491.0,Wealth,1,High NW • Wealth (large goals)
CUST200362,21453553.0,35.21,24126854.0,Wealth,1,High NW • Wealth (large goals)
CUST200363,9297846.0,29.74,767537.0,Education,2,Low NW • Education
CUST200364,22944725.0,53.38,27757127.0,Retirement,1,High NW • Wealth (large goals)
CUST200365,11042260.0,25.97,1472634.0,Retirement,3,Mid NW • Retirement
